code,country,partner_country,rel_import_change,date
EGY,Egypt(EGY),HKG,-0.134410833,2/4/2025
EGY,Egypt(EGY),CRI,-0.101486249,2/4/2025
EGY,Egypt(EGY),ROW,-0.095087282,2/4/2025
EGY,Egypt(EGY),CHE,-0.073137992,2/4/2025
EGY,Egypt(EGY),EGY,-0.030153838,2/4/2025
EGY,Egypt(EGY),ISL,0.023016943,2/4/2025
EGY,Egypt(EGY),TUN,0.033243042,2/4/2025
EGY,Egypt(EGY),EU,0.048059403,2/4/2025
EGY,Egypt(EGY),BGD,0.069833503,2/4/2025
EGY,Egypt(EGY),SAU,0.130273741,2/4/2025
EGY,Egypt(EGY),JPN,0.137250372,2/4/2025
EGY,Egypt(EGY),TUR,0.140131724,2/4/2025
EGY,Egypt(EGY),SEN,0.23371437,2/4/2025
EGY,Egypt(EGY),TWN,0.245910254,2/4/2025
EGY,Egypt(EGY),BRN,0.254881516,2/4/2025
EGY,Egypt(EGY),PAK,0.287358383,2/4/2025
EGY,Egypt(EGY),ZAF,0.525028102,2/4/2025
EGY,Egypt(EGY),MYS,0.686883574,2/4/2025
EGY,Egypt(EGY),KOR,0.693897488,2/4/2025
EGY,Egypt(EGY),MAR,0.723357386,2/4/2025
EGY,Egypt(EGY),VNM,0.857706121,2/4/2025
EGY,Egypt(EGY),ARG,0.890073107,2/4/2025
EGY,Egypt(EGY),PHL,0.947490741,2/4/2025
EGY,Egypt(EGY),ARE,0.948703729,2/4/2025
EGY,Egypt(EGY),CHL,1.038108305,2/4/2025
EGY,Egypt(EGY),SGP,1.095412417,2/4/2025
EGY,Egypt(EGY),PER,1.112801881,2/4/2025
EGY,Egypt(EGY),AUS,1.262188024,2/4/2025
EGY,Egypt(EGY),IDN,1.659964344,2/4/2025
EGY,Egypt(EGY),BRA,1.711222351,2/4/2025
EGY,Egypt(EGY),THA,1.832176903,2/4/2025
EGY,Egypt(EGY),MMR,3.876531595,2/4/2025
EGY,Egypt(EGY),NZL,3.996624138,2/4/2025
EGY,Egypt(EGY),CAN,27.21391064,2/4/2025
EGY,Egypt(EGY),MEX,41.12060063,2/4/2025
EU,Europe(EU),AGO,-6.708703538,2/4/2025
EU,Europe(EU),USA,-5.27041522,2/4/2025
EU,Europe(EU),IND,-5.12700828,2/4/2025
EU,Europe(EU),GBR,-4.228273549,2/4/2025
EU,Europe(EU),KHM,-3.415268701,2/4/2025
EU,Europe(EU),LAO,-2.764050008,2/4/2025
EU,Europe(EU),UKR,-2.22647882,2/4/2025
EU,Europe(EU),COD,-1.945794811,2/4/2025
EU,Europe(EU),COL,-1.43735823,2/4/2025
EU,Europe(EU),CMR,-0.957435618,2/4/2025
EU,Europe(EU),STP,-0.928455586,2/4/2025
EU,Europe(EU),CHN,-0.776585387,2/4/2025
EU,Europe(EU),CIV,-0.739477696,2/4/2025
EU,Europe(EU),ISR,-0.655642375,2/4/2025
EU,Europe(EU),NOR,-0.611232939,2/4/2025
EU,Europe(EU),NGA,-0.441039718,2/4/2025
EU,Europe(EU),JOR,-0.390631311,2/4/2025
EU,Europe(EU),BLR,-0.376296119,2/4/2025
EU,Europe(EU),CRI,-0.308311173,2/4/2025
EU,Europe(EU),HKG,-0.254971286,2/4/2025
EU,Europe(EU),CHE,-0.133242319,2/4/2025
EU,Europe(EU),RUS,-0.091752835,2/4/2025
EU,Europe(EU),EU,-0.06899545,2/4/2025
EU,Europe(EU),SEN,-0.051764896,2/4/2025
EU,Europe(EU),BGD,-0.028704925,2/4/2025
EU,Europe(EU),TUR,-0.013503492,2/4/2025
EU,Europe(EU),ISL,-0.01253849,2/4/2025
EU,Europe(EU),JPN,0.044183235,2/4/2025
EU,Europe(EU),TUN,0.142899124,2/4/2025
EU,Europe(EU),PAK,0.142916839,2/4/2025
EU,Europe(EU),TWN,0.175036078,2/4/2025
EU,Europe(EU),BRN,0.198625804,2/4/2025
EU,Europe(EU),ZAF,0.323643386,2/4/2025
EU,Europe(EU),EGY,0.371359402,2/4/2025
EU,Europe(EU),VNM,0.389139312,2/4/2025
EU,Europe(EU),MAR,0.396398941,2/4/2025
EU,Europe(EU),ARG,0.40766502,2/4/2025
EU,Europe(EU),KAZ,0.563156051,2/4/2025
EU,Europe(EU),KOR,0.598555763,2/4/2025
EU,Europe(EU),ROW,0.606331505,2/4/2025
EU,Europe(EU),PHL,0.612319812,2/4/2025
EU,Europe(EU),CHL,0.612363424,2/4/2025
EU,Europe(EU),SAU,0.671638871,2/4/2025
EU,Europe(EU),MYS,0.687711203,2/4/2025
EU,Europe(EU),PER,0.755972142,2/4/2025
EU,Europe(EU),SGP,1.006719527,2/4/2025
EU,Europe(EU),ARE,1.5803075,2/4/2025
EU,Europe(EU),THA,1.770714781,2/4/2025
EU,Europe(EU),BRA,1.840760099,2/4/2025
EU,Europe(EU),MMR,1.880060955,2/4/2025
EU,Europe(EU),AUS,2.002412952,2/4/2025
EU,Europe(EU),IDN,2.540153885,2/4/2025
EU,Europe(EU),NZL,5.462015787,2/4/2025
EU,Europe(EU),CAN,30.59676077,2/4/2025
EU,Europe(EU),MEX,32.22428803,2/4/2025
GBR,United Kingdom(GBR),JOR,-20.003059,2/4/2025
GBR,United Kingdom(GBR),MAR,-18.67152008,2/4/2025
GBR,United Kingdom(GBR),EGY,-15.94693258,2/4/2025
GBR,United Kingdom(GBR),PER,-14.66789077,2/4/2025
GBR,United Kingdom(GBR),CHL,-11.50324761,2/4/2025
GBR,United Kingdom(GBR),TUR,-10.27257852,2/4/2025
GBR,United Kingdom(GBR),CRI,-9.762628906,2/4/2025
GBR,United Kingdom(GBR),VNM,-9.219637523,2/4/2025
GBR,United Kingdom(GBR),ARG,-9.198671817,2/4/2025
GBR,United Kingdom(GBR),COL,-7.758022801,2/4/2025
GBR,United Kingdom(GBR),EU,-7.184324241,2/4/2025
GBR,United Kingdom(GBR),BRA,-6.926017082,2/4/2025
GBR,United Kingdom(GBR),ZAF,-6.737797632,2/4/2025
GBR,United Kingdom(GBR),THA,-6.287984813,2/4/2025
GBR,United Kingdom(GBR),TUN,-5.783534617,2/4/2025
GBR,United Kingdom(GBR),CHE,-5.512903262,2/4/2025
GBR,United Kingdom(GBR),ISR,-4.870813674,2/4/2025
GBR,United Kingdom(GBR),IND,-4.659268246,2/4/2025
GBR,United Kingdom(GBR),KOR,-4.540314249,2/4/2025
GBR,United Kingdom(GBR),AGO,-3.757036256,2/4/2025
GBR,United Kingdom(GBR),NZL,-3.066531455,2/4/2025
GBR,United Kingdom(GBR),ISL,-2.484099587,2/4/2025
GBR,United Kingdom(GBR),USA,-2.414102839,2/4/2025
GBR,United Kingdom(GBR),IDN,-2.191287208,2/4/2025
GBR,United Kingdom(GBR),ROW,-0.775875963,2/4/2025
GBR,United Kingdom(GBR),CMR,-0.48159964,2/4/2025
GBR,United Kingdom(GBR),JPN,-0.159171935,2/4/2025
GBR,United Kingdom(GBR),AUS,1.435473657,2/4/2025
GBR,United Kingdom(GBR),KHM,1.456018196,2/4/2025
GBR,United Kingdom(GBR),GBR,1.712674804,2/4/2025
GBR,United Kingdom(GBR),CHN,2.957337249,2/4/2025
GBR,United Kingdom(GBR),SGP,2.978763966,2/4/2025
GBR,United Kingdom(GBR),NOR,3.047358281,2/4/2025
GBR,United Kingdom(GBR),KAZ,3.252792579,2/4/2025
GBR,United Kingdom(GBR),LAO,3.480925561,2/4/2025
GBR,United Kingdom(GBR),SAU,3.733143877,2/4/2025
GBR,United Kingdom(GBR),NGA,3.946955503,2/4/2025
GBR,United Kingdom(GBR),BGD,4.051335982,2/4/2025
GBR,United Kingdom(GBR),PAK,4.311027657,2/4/2025
GBR,United Kingdom(GBR),TWN,4.43563849,2/4/2025
GBR,United Kingdom(GBR),BLR,4.830088213,2/4/2025
GBR,United Kingdom(GBR),RUS,4.881445642,2/4/2025
GBR,United Kingdom(GBR),STP,5.574108255,2/4/2025
GBR,United Kingdom(GBR),BRN,5.745133544,2/4/2025
GBR,United Kingdom(GBR),MYS,5.845499151,2/4/2025
GBR,United Kingdom(GBR),HKG,5.907802339,2/4/2025
GBR,United Kingdom(GBR),ARE,6.259995902,2/4/2025
GBR,United Kingdom(GBR),PHL,6.495536294,2/4/2025
GBR,United Kingdom(GBR),UKR,6.966758138,2/4/2025
GBR,United Kingdom(GBR),COD,7.147401344,2/4/2025
GBR,United Kingdom(GBR),CIV,7.888405641,2/4/2025
GBR,United Kingdom(GBR),MMR,9.533927962,2/4/2025
GBR,United Kingdom(GBR),SEN,11.21478242,2/4/2025
GBR,United Kingdom(GBR),MEX,19.27846989,2/4/2025
GBR,United Kingdom(GBR),CAN,28.02445018,2/4/2025
HKG,"Hong Kong, China(HKG)",AGO,-9.782558614,2/4/2025
HKG,"Hong Kong, China(HKG)",IND,-6.805767408,2/4/2025
HKG,"Hong Kong, China(HKG)",USA,-4.48602196,2/4/2025
HKG,"Hong Kong, China(HKG)",KHM,-3.851218902,2/4/2025
HKG,"Hong Kong, China(HKG)",GBR,-3.83416047,2/4/2025
HKG,"Hong Kong, China(HKG)",LAO,-3.11806907,2/4/2025
HKG,"Hong Kong, China(HKG)",UKR,-1.348098247,2/4/2025
HKG,"Hong Kong, China(HKG)",CHN,-1.053811717,2/4/2025
HKG,"Hong Kong, China(HKG)",COL,-0.878164873,2/4/2025
HKG,"Hong Kong, China(HKG)",CMR,-0.627798442,2/4/2025
HKG,"Hong Kong, China(HKG)",NGA,-0.504830719,2/4/2025
HKG,"Hong Kong, China(HKG)",ISR,-0.491342777,2/4/2025
HKG,"Hong Kong, China(HKG)",STP,-0.455232203,2/4/2025
HKG,"Hong Kong, China(HKG)",ZAF,-0.306755914,2/4/2025
HKG,"Hong Kong, China(HKG)",NOR,-0.299349962,2/4/2025
HKG,"Hong Kong, China(HKG)",RUS,-0.239394077,2/4/2025
HKG,"Hong Kong, China(HKG)",BLR,-0.219634166,2/4/2025
HKG,"Hong Kong, China(HKG)",CIV,-0.188963565,2/4/2025
HKG,"Hong Kong, China(HKG)",KAZ,-0.178998546,2/4/2025
HKG,"Hong Kong, China(HKG)",JOR,-0.151079583,2/4/2025
HKG,"Hong Kong, China(HKG)",CHE,-0.008174529,2/4/2025
HKG,"Hong Kong, China(HKG)",HKG,-0.002574811,2/4/2025
HKG,"Hong Kong, China(HKG)",ROW,0.03405408,2/4/2025
HKG,"Hong Kong, China(HKG)",CRI,0.046224016,2/4/2025
HKG,"Hong Kong, China(HKG)",COD,0.071082544,2/4/2025
HKG,"Hong Kong, China(HKG)",EGY,0.131827181,2/4/2025
HKG,"Hong Kong, China(HKG)",TUN,0.14014739,2/4/2025
HKG,"Hong Kong, China(HKG)",SAU,0.154820058,2/4/2025
HKG,"Hong Kong, China(HKG)",BGD,0.165372171,2/4/2025
HKG,"Hong Kong, China(HKG)",ISL,0.197200314,2/4/2025
HKG,"Hong Kong, China(HKG)",EU,0.205491946,2/4/2025
HKG,"Hong Kong, China(HKG)",BRN,0.255362922,2/4/2025
HKG,"Hong Kong, China(HKG)",JPN,0.278913522,2/4/2025
HKG,"Hong Kong, China(HKG)",TUR,0.306973846,2/4/2025
HKG,"Hong Kong, China(HKG)",TWN,0.394085632,2/4/2025
HKG,"Hong Kong, China(HKG)",SEN,0.461233148,2/4/2025
HKG,"Hong Kong, China(HKG)",PAK,0.489425594,2/4/2025
HKG,"Hong Kong, China(HKG)",VNM,0.705229186,2/4/2025
HKG,"Hong Kong, China(HKG)",ARG,0.903587972,2/4/2025
HKG,"Hong Kong, China(HKG)",MAR,0.940972478,2/4/2025
HKG,"Hong Kong, China(HKG)",PHL,0.967919369,2/4/2025
HKG,"Hong Kong, China(HKG)",KOR,1.041062306,2/4/2025
HKG,"Hong Kong, China(HKG)",AUS,1.072450169,2/4/2025
HKG,"Hong Kong, China(HKG)",MYS,1.213481262,2/4/2025
HKG,"Hong Kong, China(HKG)",SGP,1.283494026,2/4/2025
HKG,"Hong Kong, China(HKG)",ARE,1.397597919,2/4/2025
HKG,"Hong Kong, China(HKG)",BRA,1.41680939,2/4/2025
HKG,"Hong Kong, China(HKG)",PER,1.529319517,2/4/2025
HKG,"Hong Kong, China(HKG)",CHL,1.663813493,2/4/2025
HKG,"Hong Kong, China(HKG)",MMR,3.143244843,2/4/2025
HKG,"Hong Kong, China(HKG)",THA,3.302992702,2/4/2025
HKG,"Hong Kong, China(HKG)",IDN,4.198635236,2/4/2025
HKG,"Hong Kong, China(HKG)",NZL,6.375457191,2/4/2025
HKG,"Hong Kong, China(HKG)",CAN,20.6441456,2/4/2025
HKG,"Hong Kong, China(HKG)",MEX,27.7843864,2/4/2025
IDN,Indonesia(IDN),AGO,-15.39914358,2/4/2025
IDN,Indonesia(IDN),NGA,-10.50590817,2/4/2025
IDN,Indonesia(IDN),NOR,-8.344257028,2/4/2025
IDN,Indonesia(IDN),USA,-7.137860801,2/4/2025
IDN,Indonesia(IDN),IND,-6.365468376,2/4/2025
IDN,Indonesia(IDN),GBR,-6.077109791,2/4/2025
IDN,Indonesia(IDN),UKR,-5.538799882,2/4/2025
IDN,Indonesia(IDN),COD,-5.524043638,2/4/2025
IDN,Indonesia(IDN),CIV,-5.405472943,2/4/2025
IDN,Indonesia(IDN),ROW,-5.168691256,2/4/2025
IDN,Indonesia(IDN),CMR,-4.882585925,2/4/2025
IDN,Indonesia(IDN),COL,-4.773117072,2/4/2025
IDN,Indonesia(IDN),KHM,-4.640867594,2/4/2025
IDN,Indonesia(IDN),SAU,-4.209487932,2/4/2025
IDN,Indonesia(IDN),STP,-4.179895231,2/4/2025
IDN,Indonesia(IDN),LAO,-3.758422594,2/4/2025
IDN,Indonesia(IDN),JOR,-3.545381621,2/4/2025
IDN,Indonesia(IDN),AUS,-3.422239362,2/4/2025
IDN,Indonesia(IDN),ISR,-3.417735878,2/4/2025
IDN,Indonesia(IDN),HKG,-3.329161089,2/4/2025
IDN,Indonesia(IDN),CRI,-3.251748818,2/4/2025
IDN,Indonesia(IDN),CHL,-3.175208093,2/4/2025
IDN,Indonesia(IDN),SEN,-3.165259595,2/4/2025
IDN,Indonesia(IDN),EGY,-3.077429398,2/4/2025
IDN,Indonesia(IDN),TUN,-2.939003317,2/4/2025
IDN,Indonesia(IDN),BLR,-2.914720123,2/4/2025
IDN,Indonesia(IDN),ARG,-2.709531653,2/4/2025
IDN,Indonesia(IDN),ARE,-2.610006758,2/4/2025
IDN,Indonesia(IDN),CHE,-2.55131452,2/4/2025
IDN,Indonesia(IDN),RUS,-2.546339548,2/4/2025
IDN,Indonesia(IDN),MAR,-2.535278144,2/4/2025
IDN,Indonesia(IDN),TUR,-2.495115532,2/4/2025
IDN,Indonesia(IDN),EU,-2.449238003,2/4/2025
IDN,Indonesia(IDN),CHN,-2.418573863,2/4/2025
IDN,Indonesia(IDN),KAZ,-2.35942458,2/4/2025
IDN,Indonesia(IDN),BGD,-2.266524091,2/4/2025
IDN,Indonesia(IDN),PHL,-2.052700818,2/4/2025
IDN,Indonesia(IDN),PAK,-2.021926291,2/4/2025
IDN,Indonesia(IDN),PER,-1.977894155,2/4/2025
IDN,Indonesia(IDN),JPN,-1.866413432,2/4/2025
IDN,Indonesia(IDN),ISL,-1.82445389,2/4/2025
IDN,Indonesia(IDN),BRA,-1.815509909,2/4/2025
IDN,Indonesia(IDN),SGP,-1.746567357,2/4/2025
IDN,Indonesia(IDN),BRN,-1.534692311,2/4/2025
IDN,Indonesia(IDN),TWN,-1.485235535,2/4/2025
IDN,Indonesia(IDN),ZAF,-1.2231525,2/4/2025
IDN,Indonesia(IDN),MYS,-1.19938529,2/4/2025
IDN,Indonesia(IDN),VNM,-1.151845915,2/4/2025
IDN,Indonesia(IDN),KOR,-1.136852127,2/4/2025
IDN,Indonesia(IDN),IDN,-0.469635287,2/4/2025
IDN,Indonesia(IDN),THA,-0.375211514,2/4/2025
IDN,Indonesia(IDN),MMR,0.639972085,2/4/2025
IDN,Indonesia(IDN),NZL,1.824573151,2/4/2025
IDN,Indonesia(IDN),MEX,16.07288133,2/4/2025
IDN,Indonesia(IDN),CAN,21.00596674,2/4/2025
IND,India(IND),BGD,-44.15106853,2/4/2025
IND,India(IND),LAO,-43.89473571,2/4/2025
IND,India(IND),UKR,-36.21280506,2/4/2025
IND,India(IND),KHM,-30.70267513,2/4/2025
IND,India(IND),ARE,-24.30260256,2/4/2025
IND,India(IND),PHL,-22.16363136,2/4/2025
IND,India(IND),VNM,-21.54141761,2/4/2025
IND,India(IND),JPN,-17.73905455,2/4/2025
IND,India(IND),SEN,-16.92031582,2/4/2025
IND,India(IND),ROW,-16.12552201,2/4/2025
IND,India(IND),THA,-16.00466539,2/4/2025
IND,India(IND),SGP,-14.9029337,2/4/2025
IND,India(IND),KOR,-14.09103046,2/4/2025
IND,India(IND),CHL,-11.48492972,2/4/2025
IND,India(IND),SAU,-9.334527479,2/4/2025
IND,India(IND),MYS,-5.930974633,2/4/2025
IND,India(IND),PAK,-3.00885732,2/4/2025
IND,India(IND),USA,-2.893819991,2/4/2025
IND,India(IND),CHE,-2.553241223,2/4/2025
IND,India(IND),ARG,-2.446076607,2/4/2025
IND,India(IND),IDN,-0.942276331,2/4/2025
IND,India(IND),GBR,-0.168003243,2/4/2025
IND,India(IND),AGO,-0.115629629,2/4/2025
IND,India(IND),CHN,1.204061514,2/4/2025
IND,India(IND),COL,1.469102391,2/4/2025
IND,India(IND),IND,1.909776424,2/4/2025
IND,India(IND),HKG,2.17828422,2/4/2025
IND,India(IND),RUS,2.366442231,2/4/2025
IND,India(IND),KAZ,2.756539477,2/4/2025
IND,India(IND),NZL,2.863479868,2/4/2025
IND,India(IND),NGA,3.000514055,2/4/2025
IND,India(IND),TUN,3.215545597,2/4/2025
IND,India(IND),TWN,3.237079591,2/4/2025
IND,India(IND),JOR,3.409514496,2/4/2025
IND,India(IND),EGY,3.712153115,2/4/2025
IND,India(IND),BRA,3.749959534,2/4/2025
IND,India(IND),MMR,4.177876392,2/4/2025
IND,India(IND),EU,5.108083348,2/4/2025
IND,India(IND),ISR,5.786045545,2/4/2025
IND,India(IND),MAR,6.030419299,2/4/2025
IND,India(IND),ISL,6.160163033,2/4/2025
IND,India(IND),CRI,8.492272266,2/4/2025
IND,India(IND),STP,9.321790496,2/4/2025
IND,India(IND),ZAF,10.60339915,2/4/2025
IND,India(IND),BLR,11.36737133,2/4/2025
IND,India(IND),CMR,12.27112122,2/4/2025
IND,India(IND),COD,12.40267446,2/4/2025
IND,India(IND),CIV,14.3168987,2/4/2025
IND,India(IND),NOR,14.74322957,2/4/2025
IND,India(IND),PER,16.05919371,2/4/2025
IND,India(IND),TUR,16.08810155,2/4/2025
IND,India(IND),AUS,16.87020399,2/4/2025
IND,India(IND),CAN,44.31181168,2/4/2025
IND,India(IND),BRN,48.65643089,2/4/2025
IND,India(IND),MEX,120.6022377,2/4/2025
ISL,Iceland(ISL),IND,-3.963296824,2/4/2025
ISL,Iceland(ISL),USA,-3.861956776,2/4/2025
ISL,Iceland(ISL),GBR,-3.56243376,2/4/2025
ISL,Iceland(ISL),KHM,-2.824725204,2/4/2025
ISL,Iceland(ISL),AGO,-2.80672025,2/4/2025
ISL,Iceland(ISL),LAO,-1.987097374,2/4/2025
ISL,Iceland(ISL),UKR,-1.094868897,2/4/2025
ISL,Iceland(ISL),COL,-0.993420838,2/4/2025
ISL,Iceland(ISL),CMR,-0.883825817,2/4/2025
ISL,Iceland(ISL),NGA,-0.762972876,2/4/2025
ISL,Iceland(ISL),CHN,-0.701986289,2/4/2025
ISL,Iceland(ISL),STP,-0.696382026,2/4/2025
ISL,Iceland(ISL),BLR,-0.691623418,2/4/2025
ISL,Iceland(ISL),ISR,-0.642889078,2/4/2025
ISL,Iceland(ISL),RUS,-0.567590731,2/4/2025
ISL,Iceland(ISL),JOR,-0.332128195,2/4/2025
ISL,Iceland(ISL),CIV,-0.266622062,2/4/2025
ISL,Iceland(ISL),HKG,-0.253287955,2/4/2025
ISL,Iceland(ISL),CHE,-0.202828282,2/4/2025
ISL,Iceland(ISL),TUN,-0.193134583,2/4/2025
ISL,Iceland(ISL),CRI,-0.187363817,2/4/2025
ISL,Iceland(ISL),COD,-0.143888788,2/4/2025
ISL,Iceland(ISL),NOR,-0.137141495,2/4/2025
ISL,Iceland(ISL),EGY,-0.074918433,2/4/2025
ISL,Iceland(ISL),ISL,-0.051472853,2/4/2025
ISL,Iceland(ISL),EU,-0.008120425,2/4/2025
ISL,Iceland(ISL),ROW,0.044072548,2/4/2025
ISL,Iceland(ISL),TUR,0.079350015,2/4/2025
ISL,Iceland(ISL),BGD,0.152039008,2/4/2025
ISL,Iceland(ISL),KAZ,0.170469393,2/4/2025
ISL,Iceland(ISL),JPN,0.18962643,2/4/2025
ISL,Iceland(ISL),BRN,0.199861366,2/4/2025
ISL,Iceland(ISL),TWN,0.264574194,2/4/2025
ISL,Iceland(ISL),SEN,0.300591578,2/4/2025
ISL,Iceland(ISL),ZAF,0.423091026,2/4/2025
ISL,Iceland(ISL),MAR,0.488563886,2/4/2025
ISL,Iceland(ISL),PAK,0.499191268,2/4/2025
ISL,Iceland(ISL),MYS,0.546030756,2/4/2025
ISL,Iceland(ISL),AUS,0.622710256,2/4/2025
ISL,Iceland(ISL),SAU,0.652485038,2/4/2025
ISL,Iceland(ISL),ARG,0.659632009,2/4/2025
ISL,Iceland(ISL),VNM,0.663752712,2/4/2025
ISL,Iceland(ISL),KOR,0.681203839,2/4/2025
ISL,Iceland(ISL),PHL,0.739934774,2/4/2025
ISL,Iceland(ISL),PER,0.752154504,2/4/2025
ISL,Iceland(ISL),BRA,0.891282516,2/4/2025
ISL,Iceland(ISL),CHL,0.952671639,2/4/2025
ISL,Iceland(ISL),SGP,0.998466242,2/4/2025
ISL,Iceland(ISL),ARE,1.200170315,2/4/2025
ISL,Iceland(ISL),IDN,1.720251054,2/4/2025
ISL,Iceland(ISL),THA,1.96813887,2/4/2025
ISL,Iceland(ISL),MMR,2.574405313,2/4/2025
ISL,Iceland(ISL),NZL,5.532641462,2/4/2025
ISL,Iceland(ISL),CAN,17.29214711,2/4/2025
ISL,Iceland(ISL),MEX,27.24585966,2/4/2025
ISR,Israel(ISR),IND,-4.864604836,2/4/2025
ISR,Israel(ISR),USA,-3.394851499,2/4/2025
ISR,Israel(ISR),KHM,-3.3511685,2/4/2025
ISR,Israel(ISR),GBR,-3.340961908,2/4/2025
ISR,Israel(ISR),LAO,-2.687844329,2/4/2025
ISR,Israel(ISR),AGO,-1.287078324,2/4/2025
ISR,Israel(ISR),UKR,-0.71429439,2/4/2025
ISR,Israel(ISR),CHN,-0.348753129,2/4/2025
ISR,Israel(ISR),COL,-0.294240426,2/4/2025
ISR,Israel(ISR),NGA,-0.2647549,2/4/2025
ISR,Israel(ISR),CMR,-0.153793967,2/4/2025
ISR,Israel(ISR),NOR,0.044670462,2/4/2025
ISR,Israel(ISR),ISR,0.071135784,2/4/2025
ISR,Israel(ISR),STP,0.093529185,2/4/2025
ISR,Israel(ISR),JOR,0.22824209,2/4/2025
ISR,Israel(ISR),BLR,0.243304797,2/4/2025
ISR,Israel(ISR),CIV,0.306947446,2/4/2025
ISR,Israel(ISR),KAZ,0.382777088,2/4/2025
ISR,Israel(ISR),CHE,0.420774264,2/4/2025
ISR,Israel(ISR),HKG,0.48083701,2/4/2025
ISR,Israel(ISR),ROW,0.488313133,2/4/2025
ISR,Israel(ISR),JPN,0.502110701,2/4/2025
ISR,Israel(ISR),EGY,0.528850478,2/4/2025
ISR,Israel(ISR),EU,0.552288065,2/4/2025
ISR,Israel(ISR),CRI,0.55542312,2/4/2025
ISR,Israel(ISR),BGD,0.560378686,2/4/2025
ISR,Israel(ISR),TWN,0.606120702,2/4/2025
ISR,Israel(ISR),COD,0.610880369,2/4/2025
ISR,Israel(ISR),TUR,0.663505852,2/4/2025
ISR,Israel(ISR),TUN,0.669603705,2/4/2025
ISR,Israel(ISR),ISL,0.69029884,2/4/2025
ISR,Israel(ISR),SAU,0.77222013,2/4/2025
ISR,Israel(ISR),VNM,0.806436382,2/4/2025
ISR,Israel(ISR),PAK,0.915645228,2/4/2025
ISR,Israel(ISR),KOR,0.940070524,2/4/2025
ISR,Israel(ISR),SEN,0.993572999,2/4/2025
ISR,Israel(ISR),ARG,1.045441442,2/4/2025
ISR,Israel(ISR),ZAF,1.052437082,2/4/2025
ISR,Israel(ISR),BRN,1.054947447,2/4/2025
ISR,Israel(ISR),CHL,1.181156865,2/4/2025
ISR,Israel(ISR),SGP,1.255112969,2/4/2025
ISR,Israel(ISR),RUS,1.486210055,2/4/2025
ISR,Israel(ISR),PHL,1.494693682,2/4/2025
ISR,Israel(ISR),MAR,1.507420102,2/4/2025
ISR,Israel(ISR),BRA,1.508931615,2/4/2025
ISR,Israel(ISR),AUS,1.552751063,2/4/2025
ISR,Israel(ISR),PER,1.625181836,2/4/2025
ISR,Israel(ISR),ARE,1.837219862,2/4/2025
ISR,Israel(ISR),MYS,1.949877594,2/4/2025
ISR,Israel(ISR),THA,2.388243592,2/4/2025
ISR,Israel(ISR),IDN,3.153432936,2/4/2025
ISR,Israel(ISR),MMR,3.701675467,2/4/2025
ISR,Israel(ISR),NZL,6.771061676,2/4/2025
ISR,Israel(ISR),CAN,24.1698933,2/4/2025
ISR,Israel(ISR),MEX,27.25339613,2/4/2025
JOR,Jordan(JOR),USA,-6.025619413,2/4/2025
JOR,Jordan(JOR),IND,-4.227633351,2/4/2025
JOR,Jordan(JOR),KHM,-3.67624549,2/4/2025
JOR,Jordan(JOR),GBR,-3.644780751,2/4/2025
JOR,Jordan(JOR),LAO,-2.928640795,2/4/2025
JOR,Jordan(JOR),AGO,-2.532743544,2/4/2025
JOR,Jordan(JOR),NOR,-1.298499849,2/4/2025
JOR,Jordan(JOR),UKR,-1.061644683,2/4/2025
JOR,Jordan(JOR),COL,-0.940384673,2/4/2025
JOR,Jordan(JOR),NGA,-0.930762544,2/4/2025
JOR,Jordan(JOR),CMR,-0.592421904,2/4/2025
JOR,Jordan(JOR),CHN,-0.435243233,2/4/2025
JOR,Jordan(JOR),STP,-0.260325185,2/4/2025
JOR,Jordan(JOR),ISR,-0.22086808,2/4/2025
JOR,Jordan(JOR),RUS,-0.085131276,2/4/2025
JOR,Jordan(JOR),BLR,-0.016674541,2/4/2025
JOR,Jordan(JOR),JOR,0.017887035,2/4/2025
JOR,Jordan(JOR),KAZ,0.067261275,2/4/2025
JOR,Jordan(JOR),CIV,0.09295058,2/4/2025
JOR,Jordan(JOR),TUN,0.194984524,2/4/2025
JOR,Jordan(JOR),HKG,0.201039713,2/4/2025
JOR,Jordan(JOR),CRI,0.214424706,2/4/2025
JOR,Jordan(JOR),JPN,0.219658556,2/4/2025
JOR,Jordan(JOR),EGY,0.232722118,2/4/2025
JOR,Jordan(JOR),CHE,0.239214162,2/4/2025
JOR,Jordan(JOR),ROW,0.302684064,2/4/2025
JOR,Jordan(JOR),EU,0.308307917,2/4/2025
JOR,Jordan(JOR),ISL,0.376718168,2/4/2025
JOR,Jordan(JOR),TUR,0.414623575,2/4/2025
JOR,Jordan(JOR),BGD,0.601230036,2/4/2025
JOR,Jordan(JOR),COD,0.612395642,2/4/2025
JOR,Jordan(JOR),PAK,0.646453168,2/4/2025
JOR,Jordan(JOR),TWN,0.658784339,2/4/2025
JOR,Jordan(JOR),SAU,0.689065409,2/4/2025
JOR,Jordan(JOR),KOR,0.787304707,2/4/2025
JOR,Jordan(JOR),SEN,0.790750414,2/4/2025
JOR,Jordan(JOR),VNM,0.868907067,2/4/2025
JOR,Jordan(JOR),MAR,0.872893923,2/4/2025
JOR,Jordan(JOR),ARG,0.884947276,2/4/2025
JOR,Jordan(JOR),ARE,0.948603945,2/4/2025
