code,country,partner_country,rel_import_change,date
NZL,New Zealand(NZL),THA,-1.829929395,3/4/2025
NZL,New Zealand(NZL),BRN,-1.795425912,3/4/2025
NZL,New Zealand(NZL),NZL,-1.266640262,3/4/2025
NZL,New Zealand(NZL),MEX,12.71195017,3/4/2025
NZL,New Zealand(NZL),CAN,12.91538976,3/4/2025
PAK,Pakistan(PAK),USA,-7.940726703,3/4/2025
PAK,Pakistan(PAK),IND,-6.911701445,3/4/2025
PAK,Pakistan(PAK),GBR,-4.418727462,3/4/2025
PAK,Pakistan(PAK),KHM,-4.39877872,3/4/2025
PAK,Pakistan(PAK),NGA,-3.785343809,3/4/2025
PAK,Pakistan(PAK),LAO,-3.496501549,3/4/2025
PAK,Pakistan(PAK),UKR,-3.003145831,3/4/2025
PAK,Pakistan(PAK),AGO,-1.879926236,3/4/2025
PAK,Pakistan(PAK),CMR,-1.849946858,3/4/2025
PAK,Pakistan(PAK),COL,-1.757932104,3/4/2025
PAK,Pakistan(PAK),CIV,-1.410700967,3/4/2025
PAK,Pakistan(PAK),ISR,-1.331391617,3/4/2025
PAK,Pakistan(PAK),NOR,-1.21069719,3/4/2025
PAK,Pakistan(PAK),STP,-1.138686926,3/4/2025
PAK,Pakistan(PAK),BGD,-1.103198381,3/4/2025
PAK,Pakistan(PAK),RUS,-1.100464046,3/4/2025
PAK,Pakistan(PAK),CRI,-0.914593056,3/4/2025
PAK,Pakistan(PAK),JOR,-0.893858631,3/4/2025
PAK,Pakistan(PAK),EGY,-0.854972691,3/4/2025
PAK,Pakistan(PAK),ROW,-0.735585827,3/4/2025
PAK,Pakistan(PAK),ISL,-0.674386359,3/4/2025
PAK,Pakistan(PAK),CHE,-0.633004159,3/4/2025
PAK,Pakistan(PAK),EU,-0.508719495,3/4/2025
PAK,Pakistan(PAK),TUN,-0.459994386,3/4/2025
PAK,Pakistan(PAK),SAU,-0.382428674,3/4/2025
PAK,Pakistan(PAK),BLR,-0.370370152,3/4/2025
PAK,Pakistan(PAK),HKG,-0.341274936,3/4/2025
PAK,Pakistan(PAK),KAZ,-0.338182975,3/4/2025
PAK,Pakistan(PAK),TUR,-0.33249206,3/4/2025
PAK,Pakistan(PAK),MAR,-0.256827736,3/4/2025
PAK,Pakistan(PAK),CHN,-0.23924866,3/4/2025
PAK,Pakistan(PAK),JPN,-0.209395388,3/4/2025
PAK,Pakistan(PAK),PAK,-0.119216393,3/4/2025
PAK,Pakistan(PAK),SEN,-0.070815371,3/4/2025
PAK,Pakistan(PAK),BRN,-0.04173346,3/4/2025
PAK,Pakistan(PAK),TWN,-0.001459107,3/4/2025
PAK,Pakistan(PAK),ARG,0.107621843,3/4/2025
PAK,Pakistan(PAK),COD,0.116586642,3/4/2025
PAK,Pakistan(PAK),VNM,0.198482136,3/4/2025
PAK,Pakistan(PAK),ZAF,0.30063584,3/4/2025
PAK,Pakistan(PAK),KOR,0.370737203,3/4/2025
PAK,Pakistan(PAK),CHL,0.378723647,3/4/2025
PAK,Pakistan(PAK),PHL,0.560815445,3/4/2025
PAK,Pakistan(PAK),PER,0.56129998,3/4/2025
PAK,Pakistan(PAK),MYS,0.634018723,3/4/2025
PAK,Pakistan(PAK),SGP,0.71012512,3/4/2025
PAK,Pakistan(PAK),AUS,1.111204997,3/4/2025
PAK,Pakistan(PAK),BRA,1.594134045,3/4/2025
PAK,Pakistan(PAK),THA,1.758871013,3/4/2025
PAK,Pakistan(PAK),ARE,2.147977756,3/4/2025
PAK,Pakistan(PAK),IDN,2.319834336,3/4/2025
PAK,Pakistan(PAK),NZL,4.969836455,3/4/2025
PAK,Pakistan(PAK),MMR,6.380443817,3/4/2025
PAK,Pakistan(PAK),CAN,32.51474985,3/4/2025
PAK,Pakistan(PAK),MEX,35.62636885,3/4/2025
PER,Peru(PER),USA,-6.45515226,3/4/2025
PER,Peru(PER),IND,-5.214743894,3/4/2025
PER,Peru(PER),GBR,-5.11483026,3/4/2025
PER,Peru(PER),NGA,-4.861229364,3/4/2025
PER,Peru(PER),AGO,-4.318139683,3/4/2025
PER,Peru(PER),LAO,-3.862859966,3/4/2025
PER,Peru(PER),KHM,-3.343652956,3/4/2025
PER,Peru(PER),CIV,-3.218288794,3/4/2025
PER,Peru(PER),KAZ,-2.952905837,3/4/2025
PER,Peru(PER),MAR,-2.571326346,3/4/2025
PER,Peru(PER),CMR,-2.343416916,3/4/2025
PER,Peru(PER),STP,-2.296207884,3/4/2025
PER,Peru(PER),NOR,-2.293792044,3/4/2025
PER,Peru(PER),UKR,-2.20938102,3/4/2025
PER,Peru(PER),ROW,-1.875721572,3/4/2025
PER,Peru(PER),COL,-1.831279037,3/4/2025
PER,Peru(PER),ISL,-1.741831108,3/4/2025
PER,Peru(PER),BLR,-1.626148609,3/4/2025
PER,Peru(PER),ISR,-1.602589261,3/4/2025
PER,Peru(PER),RUS,-1.595460148,3/4/2025
PER,Peru(PER),JOR,-1.59054362,3/4/2025
PER,Peru(PER),SAU,-1.555573019,3/4/2025
PER,Peru(PER),CHE,-1.508810257,3/4/2025
PER,Peru(PER),HKG,-1.492886871,3/4/2025
PER,Peru(PER),CRI,-1.378532004,3/4/2025
PER,Peru(PER),ARG,-1.361020728,3/4/2025
PER,Peru(PER),TUN,-1.331931019,3/4/2025
PER,Peru(PER),TUR,-1.315540114,3/4/2025
PER,Peru(PER),BRN,-1.282427418,3/4/2025
PER,Peru(PER),EU,-1.268033271,3/4/2025
PER,Peru(PER),SEN,-1.242529409,3/4/2025
PER,Peru(PER),ZAF,-1.16675701,3/4/2025
PER,Peru(PER),EGY,-1.117495822,3/4/2025
PER,Peru(PER),JPN,-0.961400529,3/4/2025
PER,Peru(PER),CHL,-0.947560448,3/4/2025
PER,Peru(PER),COD,-0.945316379,3/4/2025
PER,Peru(PER),CHN,-0.783100257,3/4/2025
PER,Peru(PER),TWN,-0.675877105,3/4/2025
PER,Peru(PER),BGD,-0.657106138,3/4/2025
PER,Peru(PER),VNM,-0.480135395,3/4/2025
PER,Peru(PER),PHL,-0.477209545,3/4/2025
PER,Peru(PER),AUS,-0.448182261,3/4/2025
PER,Peru(PER),SGP,-0.376997177,3/4/2025
PER,Peru(PER),PAK,-0.328366066,3/4/2025
PER,Peru(PER),KOR,-0.313341182,3/4/2025
PER,Peru(PER),PER,-0.301229949,3/4/2025
PER,Peru(PER),MYS,-0.29630856,3/4/2025
PER,Peru(PER),ARE,-0.180859278,3/4/2025
PER,Peru(PER),BRA,0.20695745,3/4/2025
PER,Peru(PER),THA,0.474282796,3/4/2025
PER,Peru(PER),IDN,0.766608641,3/4/2025
PER,Peru(PER),MMR,1.462696908,3/4/2025
PER,Peru(PER),NZL,3.045516223,3/4/2025
PER,Peru(PER),CAN,22.84132178,3/4/2025
PER,Peru(PER),MEX,26.13496727,3/4/2025
PHL,Philippines(PHL),IND,-6.218370675,3/4/2025
PHL,Philippines(PHL),USA,-6.0717284,3/4/2025
PHL,Philippines(PHL),KHM,-5.213515945,3/4/2025
PHL,Philippines(PHL),GBR,-4.850549115,3/4/2025
PHL,Philippines(PHL),RUS,-4.020833383,3/4/2025
PHL,Philippines(PHL),LAO,-3.691670621,3/4/2025
PHL,Philippines(PHL),SAU,-2.93725383,3/4/2025
PHL,Philippines(PHL),UKR,-2.795616985,3/4/2025
PHL,Philippines(PHL),CIV,-2.712516278,3/4/2025
PHL,Philippines(PHL),CMR,-2.339042705,3/4/2025
PHL,Philippines(PHL),EGY,-2.15478027,3/4/2025
PHL,Philippines(PHL),COL,-2.124730327,3/4/2025
PHL,Philippines(PHL),AGO,-2.076152182,3/4/2025
PHL,Philippines(PHL),STP,-1.888694148,3/4/2025
PHL,Philippines(PHL),ROW,-1.811327805,3/4/2025
PHL,Philippines(PHL),BGD,-1.665210734,3/4/2025
PHL,Philippines(PHL),CRI,-1.474240053,3/4/2025
PHL,Philippines(PHL),ARG,-1.450408906,3/4/2025
PHL,Philippines(PHL),NGA,-1.439705486,3/4/2025
PHL,Philippines(PHL),ISL,-1.40098997,3/4/2025
PHL,Philippines(PHL),NOR,-1.392738149,3/4/2025
PHL,Philippines(PHL),JOR,-1.322739732,3/4/2025
PHL,Philippines(PHL),ISR,-1.258354575,3/4/2025
PHL,Philippines(PHL),CHE,-1.199899158,3/4/2025
PHL,Philippines(PHL),AUS,-1.148167525,3/4/2025
PHL,Philippines(PHL),BRA,-1.128737611,3/4/2025
PHL,Philippines(PHL),BLR,-1.116656012,3/4/2025
PHL,Philippines(PHL),HKG,-0.998293646,3/4/2025
PHL,Philippines(PHL),EU,-0.965369338,3/4/2025
PHL,Philippines(PHL),TUN,-0.890965072,3/4/2025
PHL,Philippines(PHL),SEN,-0.861012602,3/4/2025
PHL,Philippines(PHL),BRN,-0.847895211,3/4/2025
PHL,Philippines(PHL),KAZ,-0.790636713,3/4/2025
PHL,Philippines(PHL),TUR,-0.71659162,3/4/2025
PHL,Philippines(PHL),CHN,-0.599869961,3/4/2025
PHL,Philippines(PHL),PAK,-0.598340418,3/4/2025
PHL,Philippines(PHL),ARE,-0.55816833,3/4/2025
PHL,Philippines(PHL),JPN,-0.546625151,3/4/2025
PHL,Philippines(PHL),COD,-0.537592426,3/4/2025
PHL,Philippines(PHL),MAR,-0.444515915,3/4/2025
PHL,Philippines(PHL),ZAF,-0.44237017,3/4/2025
PHL,Philippines(PHL),VNM,-0.33581987,3/4/2025
PHL,Philippines(PHL),TWN,-0.335643536,3/4/2025
PHL,Philippines(PHL),PHL,-0.203846239,3/4/2025
PHL,Philippines(PHL),CHL,-0.08222289,3/4/2025
PHL,Philippines(PHL),KOR,-0.060787433,3/4/2025
PHL,Philippines(PHL),MYS,-0.004422129,3/4/2025
PHL,Philippines(PHL),SGP,0.013581419,3/4/2025
PHL,Philippines(PHL),PER,0.065907207,3/4/2025
PHL,Philippines(PHL),THA,0.678899982,3/4/2025
PHL,Philippines(PHL),IDN,2.074504732,3/4/2025
PHL,Philippines(PHL),MMR,3.067405784,3/4/2025
PHL,Philippines(PHL),NZL,3.130647482,3/4/2025
PHL,Philippines(PHL),CAN,20.45320921,3/4/2025
PHL,Philippines(PHL),MEX,35.34824612,3/4/2025
ROW,Rest of the World(ROW),AGO,-7.147049304,3/4/2025
ROW,Rest of the World(ROW),ZAF,-6.070125097,3/4/2025
ROW,Rest of the World(ROW),USA,-5.269405604,3/4/2025
ROW,Rest of the World(ROW),IND,-5.206161525,3/4/2025
ROW,Rest of the World(ROW),GBR,-4.30438829,3/4/2025
ROW,Rest of the World(ROW),KHM,-3.901945822,3/4/2025
ROW,Rest of the World(ROW),LAO,-2.629475183,3/4/2025
ROW,Rest of the World(ROW),HKG,-2.594357673,3/4/2025
ROW,Rest of the World(ROW),UKR,-1.461285385,3/4/2025
ROW,Rest of the World(ROW),EU,-1.11910684,3/4/2025
ROW,Rest of the World(ROW),NGA,-1.066310286,3/4/2025
ROW,Rest of the World(ROW),NOR,-0.879819018,3/4/2025
ROW,Rest of the World(ROW),COL,-0.792075665,3/4/2025
ROW,Rest of the World(ROW),RUS,-0.777402807,3/4/2025
ROW,Rest of the World(ROW),CMR,-0.645664746,3/4/2025
ROW,Rest of the World(ROW),ISR,-0.640698399,3/4/2025
ROW,Rest of the World(ROW),EGY,-0.587031486,3/4/2025
ROW,Rest of the World(ROW),STP,-0.453498578,3/4/2025
ROW,Rest of the World(ROW),JOR,-0.320238004,3/4/2025
ROW,Rest of the World(ROW),BLR,-0.296759135,3/4/2025
ROW,Rest of the World(ROW),CIV,-0.255934732,3/4/2025
ROW,Rest of the World(ROW),CRI,-0.233910688,3/4/2025
ROW,Rest of the World(ROW),KAZ,-0.198315794,3/4/2025
ROW,Rest of the World(ROW),BGD,-0.184633457,3/4/2025
ROW,Rest of the World(ROW),CHN,-0.162528218,3/4/2025
ROW,Rest of the World(ROW),CHE,-0.161395686,3/4/2025
ROW,Rest of the World(ROW),ISL,0.045612416,3/4/2025
ROW,Rest of the World(ROW),ROW,0.066969146,3/4/2025
ROW,Rest of the World(ROW),TUN,0.06874988,3/4/2025
ROW,Rest of the World(ROW),COD,0.119186243,3/4/2025
ROW,Rest of the World(ROW),PAK,0.176085105,3/4/2025
ROW,Rest of the World(ROW),JPN,0.192414768,3/4/2025
ROW,Rest of the World(ROW),TUR,0.201471535,3/4/2025
ROW,Rest of the World(ROW),SEN,0.339704773,3/4/2025
ROW,Rest of the World(ROW),SAU,0.359803729,3/4/2025
ROW,Rest of the World(ROW),ARG,0.411983619,3/4/2025
ROW,Rest of the World(ROW),TWN,0.501266381,3/4/2025
ROW,Rest of the World(ROW),VNM,0.510939339,3/4/2025
ROW,Rest of the World(ROW),BRN,0.659406398,3/4/2025
ROW,Rest of the World(ROW),MAR,0.726003282,3/4/2025
ROW,Rest of the World(ROW),ARE,0.767414343,3/4/2025
ROW,Rest of the World(ROW),SGP,0.816670699,3/4/2025
ROW,Rest of the World(ROW),KOR,1.005542251,3/4/2025
ROW,Rest of the World(ROW),MYS,1.029439101,3/4/2025
ROW,Rest of the World(ROW),PER,1.109749009,3/4/2025
ROW,Rest of the World(ROW),AUS,1.167503353,3/4/2025
ROW,Rest of the World(ROW),CHL,1.273907948,3/4/2025
ROW,Rest of the World(ROW),PHL,1.293933793,3/4/2025
ROW,Rest of the World(ROW),BRA,1.434180015,3/4/2025
ROW,Rest of the World(ROW),THA,2.200729577,3/4/2025
ROW,Rest of the World(ROW),IDN,2.528601069,3/4/2025
ROW,Rest of the World(ROW),MMR,3.972760715,3/4/2025
ROW,Rest of the World(ROW),NZL,4.759644102,3/4/2025
ROW,Rest of the World(ROW),MEX,24.13624811,3/4/2025
ROW,Rest of the World(ROW),CAN,25.88668706,3/4/2025
RUS,Russian Federation(RUS),AGO,-7.237877228,3/4/2025
RUS,Russian Federation(RUS),IND,-4.590880873,3/4/2025
RUS,Russian Federation(RUS),USA,-4.509499342,3/4/2025
RUS,Russian Federation(RUS),KHM,-3.921859578,3/4/2025
RUS,Russian Federation(RUS),GBR,-3.649832017,3/4/2025
RUS,Russian Federation(RUS),LAO,-2.047646074,3/4/2025
RUS,Russian Federation(RUS),UKR,-1.174043575,3/4/2025
RUS,Russian Federation(RUS),COL,-0.973872736,3/4/2025
RUS,Russian Federation(RUS),CMR,-0.937136339,3/4/2025
RUS,Russian Federation(RUS),NOR,-0.737500261,3/4/2025
RUS,Russian Federation(RUS),NGA,-0.69087235,3/4/2025
RUS,Russian Federation(RUS),ISR,-0.675115191,3/4/2025
RUS,Russian Federation(RUS),STP,-0.470761031,3/4/2025
RUS,Russian Federation(RUS),CRI,-0.414252781,3/4/2025
RUS,Russian Federation(RUS),CIV,-0.310998694,3/4/2025
RUS,Russian Federation(RUS),JOR,-0.229755744,3/4/2025
RUS,Russian Federation(RUS),CHE,-0.150327702,3/4/2025
RUS,Russian Federation(RUS),BGD,-0.077488925,3/4/2025
RUS,Russian Federation(RUS),BLR,-0.071160164,3/4/2025
RUS,Russian Federation(RUS),RUS,-0.033556309,3/4/2025
RUS,Russian Federation(RUS),ISL,-0.015492803,3/4/2025
RUS,Russian Federation(RUS),TUN,0.015606615,3/4/2025
RUS,Russian Federation(RUS),CHN,0.039017821,3/4/2025
RUS,Russian Federation(RUS),EU,0.043755318,3/4/2025
RUS,Russian Federation(RUS),EGY,0.081471504,3/4/2025
RUS,Russian Federation(RUS),KAZ,0.104561347,3/4/2025
RUS,Russian Federation(RUS),JPN,0.163445307,3/4/2025
RUS,Russian Federation(RUS),ROW,0.178584318,3/4/2025
RUS,Russian Federation(RUS),TUR,0.212517365,3/4/2025
RUS,Russian Federation(RUS),HKG,0.273765088,3/4/2025
RUS,Russian Federation(RUS),PAK,0.276156783,3/4/2025
RUS,Russian Federation(RUS),TWN,0.315218334,3/4/2025
RUS,Russian Federation(RUS),SAU,0.315224464,3/4/2025
RUS,Russian Federation(RUS),VNM,0.407679458,3/4/2025
RUS,Russian Federation(RUS),ARG,0.586756358,3/4/2025
RUS,Russian Federation(RUS),SEN,0.619619945,3/4/2025
RUS,Russian Federation(RUS),KOR,0.660870954,3/4/2025
RUS,Russian Federation(RUS),PHL,0.713267194,3/4/2025
RUS,Russian Federation(RUS),BRN,0.755345476,3/4/2025
RUS,Russian Federation(RUS),ZAF,0.836100437,3/4/2025
RUS,Russian Federation(RUS),MAR,0.852355241,3/4/2025
RUS,Russian Federation(RUS),MYS,0.897491074,3/4/2025
RUS,Russian Federation(RUS),COD,0.992422426,3/4/2025
RUS,Russian Federation(RUS),SGP,1.075871564,3/4/2025
RUS,Russian Federation(RUS),CHL,1.123991205,3/4/2025
RUS,Russian Federation(RUS),AUS,1.202216684,3/4/2025
RUS,Russian Federation(RUS),BRA,1.31739782,3/4/2025
RUS,Russian Federation(RUS),THA,1.679247728,3/4/2025
RUS,Russian Federation(RUS),IDN,1.757056273,3/4/2025
RUS,Russian Federation(RUS),PER,1.862703637,3/4/2025
RUS,Russian Federation(RUS),MMR,2.136802047,3/4/2025
RUS,Russian Federation(RUS),ARE,3.320830666,3/4/2025
RUS,Russian Federation(RUS),NZL,4.527205764,3/4/2025
RUS,Russian Federation(RUS),MEX,18.24259568,3/4/2025
RUS,Russian Federation(RUS),CAN,20.03208391,3/4/2025
SAU,Saudi Arabia(SAU),IND,-4.811903277,3/4/2025
SAU,Saudi Arabia(SAU),USA,-4.805373777,3/4/2025
SAU,Saudi Arabia(SAU),AGO,-4.693471634,3/4/2025
SAU,Saudi Arabia(SAU),KHM,-4.416109086,3/4/2025
SAU,Saudi Arabia(SAU),GBR,-3.81124249,3/4/2025
SAU,Saudi Arabia(SAU),LAO,-3.163286373,3/4/2025
SAU,Saudi Arabia(SAU),CMR,-2.395292481,3/4/2025
SAU,Saudi Arabia(SAU),UKR,-2.126231494,3/4/2025
SAU,Saudi Arabia(SAU),NOR,-1.694364281,3/4/2025
SAU,Saudi Arabia(SAU),COL,-1.514516803,3/4/2025
SAU,Saudi Arabia(SAU),ISR,-1.104465497,3/4/2025
SAU,Saudi Arabia(SAU),NGA,-1.077607625,3/4/2025
SAU,Saudi Arabia(SAU),STP,-0.892687412,3/4/2025
SAU,Saudi Arabia(SAU),CRI,-0.799577011,3/4/2025
SAU,Saudi Arabia(SAU),JOR,-0.715753821,3/4/2025
SAU,Saudi Arabia(SAU),ROW,-0.696119557,3/4/2025
SAU,Saudi Arabia(SAU),CIV,-0.661769125,3/4/2025
SAU,Saudi Arabia(SAU),CHE,-0.657966309,3/4/2025
SAU,Saudi Arabia(SAU),BGD,-0.531871535,3/4/2025
SAU,Saudi Arabia(SAU),BLR,-0.432774809,3/4/2025
SAU,Saudi Arabia(SAU),ISL,-0.421741262,3/4/2025
SAU,Saudi Arabia(SAU),KAZ,-0.405816721,3/4/2025
SAU,Saudi Arabia(SAU),TUN,-0.357475815,3/4/2025
SAU,Saudi Arabia(SAU),EGY,-0.305179644,3/4/2025
SAU,Saudi Arabia(SAU),RUS,-0.233019637,3/4/2025
SAU,Saudi Arabia(SAU),HKG,-0.122764795,3/4/2025
SAU,Saudi Arabia(SAU),EU,-0.120611846,3/4/2025
SAU,Saudi Arabia(SAU),CHN,0.017700799,3/4/2025
SAU,Saudi Arabia(SAU),SAU,0.021852712,3/4/2025
SAU,Saudi Arabia(SAU),TUR,0.029698735,3/4/2025
SAU,Saudi Arabia(SAU),SEN,0.097994118,3/4/2025
SAU,Saudi Arabia(SAU),JPN,0.110457615,3/4/2025
SAU,Saudi Arabia(SAU),PAK,0.139689854,3/4/2025
SAU,Saudi Arabia(SAU),BRN,0.152182671,3/4/2025
SAU,Saudi Arabia(SAU),TWN,0.340518502,3/4/2025
SAU,Saudi Arabia(SAU),COD,0.442448069,3/4/2025
SAU,Saudi Arabia(SAU),MAR,0.457894527,3/4/2025
SAU,Saudi Arabia(SAU),KOR,0.691743867,3/4/2025
SAU,Saudi Arabia(SAU),VNM,0.716175666,3/4/2025
SAU,Saudi Arabia(SAU),ARG,0.742145072,3/4/2025
SAU,Saudi Arabia(SAU),ZAF,0.82144388,3/4/2025
SAU,Saudi Arabia(SAU),PHL,0.878534419,3/4/2025
SAU,Saudi Arabia(SAU),PER,0.911495987,3/4/2025
SAU,Saudi Arabia(SAU),AUS,0.986632834,3/4/2025
SAU,Saudi Arabia(SAU),SGP,1.01952271,3/4/2025
SAU,Saudi Arabia(SAU),CHL,1.143161235,3/4/2025
SAU,Saudi Arabia(SAU),BRA,1.242035086,3/4/2025
SAU,Saudi Arabia(SAU),MYS,1.403388672,3/4/2025
SAU,Saudi Arabia(SAU),IDN,2.09304472,3/4/2025
SAU,Saudi Arabia(SAU),ARE,2.538404661,3/4/2025
SAU,Saudi Arabia(SAU),THA,3.308824327,3/4/2025
SAU,Saudi Arabia(SAU),MMR,4.216478969,3/4/2025
SAU,Saudi Arabia(SAU),NZL,6.478229368,3/4/2025
SAU,Saudi Arabia(SAU),CAN,16.3562073,3/4/2025
SAU,Saudi Arabia(SAU),MEX,19.99543489,3/4/2025
SEN,Senegal(SEN),USA,-5.737642603,3/4/2025
SEN,Senegal(SEN),IND,-4.607746743,3/4/2025
SEN,Senegal(SEN),KHM,-4.356221605,3/4/2025
SEN,Senegal(SEN),GBR,-3.889525079,3/4/2025
SEN,Senegal(SEN),LAO,-2.577626891,3/4/2025
SEN,Senegal(SEN),AGO,-1.646513566,3/4/2025
SEN,Senegal(SEN),KAZ,-1.461536501,3/4/2025
SEN,Senegal(SEN),ISR,-1.160079266,3/4/2025
SEN,Senegal(SEN),NGA,-1.105029741,3/4/2025
SEN,Senegal(SEN),CMR,-1.002154383,3/4/2025
SEN,Senegal(SEN),STP,-0.957294607,3/4/2025
SEN,Senegal(SEN),NOR,-0.914504241,3/4/2025
SEN,Senegal(SEN),COL,-0.886972358,3/4/2025
SEN,Senegal(SEN),UKR,-0.866804646,3/4/2025
SEN,Senegal(SEN),CRI,-0.700423847,3/4/2025
SEN,Senegal(SEN),CHE,-0.644826852,3/4/2025
SEN,Senegal(SEN),BLR,-0.55984166,3/4/2025
SEN,Senegal(SEN),CIV,-0.555869173,3/4/2025
SEN,Senegal(SEN),BGD,-0.531369279,3/4/2025
SEN,Senegal(SEN),JOR,-0.390272237,3/4/2025
SEN,Senegal(SEN),EGY,-0.317014427,3/4/2025
SEN,Senegal(SEN),EU,-0.299618578,3/4/2025
SEN,Senegal(SEN),ISL,-0.284315847,3/4/2025
SEN,Senegal(SEN),TUN,-0.248051788,3/4/2025
SEN,Senegal(SEN),HKG,-0.166965603,3/4/2025
SEN,Senegal(SEN),ROW,-0.160527795,3/4/2025
SEN,Senegal(SEN),CHN,-0.147356477,3/4/2025
SEN,Senegal(SEN),RUS,-0.069943678,3/4/2025
SEN,Senegal(SEN),SEN,-0.05822001,3/4/2025
SEN,Senegal(SEN),JPN,-0.052995861,3/4/2025
SEN,Senegal(SEN),TUR,-0.042535314,3/4/2025
SEN,Senegal(SEN),SAU,-0.018173512,3/4/2025
SEN,Senegal(SEN),PAK,0.105199243,3/4/2025
SEN,Senegal(SEN),MAR,0.122376926,3/4/2025
SEN,Senegal(SEN),BRN,0.184884231,3/4/2025
SEN,Senegal(SEN),TWN,0.194383364,3/4/2025
SEN,Senegal(SEN),COD,0.208317279,3/4/2025
SEN,Senegal(SEN),VNM,0.330102611,3/4/2025
SEN,Senegal(SEN),MYS,0.520169491,3/4/2025
SEN,Senegal(SEN),KOR,0.528170884,3/4/2025
SEN,Senegal(SEN),ARG,0.577628418,3/4/2025
SEN,Senegal(SEN),PHL,0.834036415,3/4/2025
SEN,Senegal(SEN),AUS,0.835304132,3/4/2025
SEN,Senegal(SEN),SGP,0.891845672,3/4/2025
SEN,Senegal(SEN),ARE,0.944895807,3/4/2025
SEN,Senegal(SEN),CHL,1.008216071,3/4/2025
SEN,Senegal(SEN),BRA,1.052628923,3/4/2025
SEN,Senegal(SEN),PER,1.162600191,3/4/2025
SEN,Senegal(SEN),THA,1.608701048,3/4/2025
SEN,Senegal(SEN),IDN,1.738799747,3/4/2025
SEN,Senegal(SEN),ZAF,1.782759735,3/4/2025
SEN,Senegal(SEN),MMR,4.112413831,3/4/2025
SEN,Senegal(SEN),NZL,4.604208802,3/4/2025
SEN,Senegal(SEN),CAN,22.37849379,3/4/2025
SEN,Senegal(SEN),MEX,25.49218698,3/4/2025
SGP,Singapore(SGP),USA,-7.63615059,3/4/2025
SGP,Singapore(SGP),IND,-7.485655048,3/4/2025
SGP,Singapore(SGP),AGO,-5.334351428,3/4/2025
SGP,Singapore(SGP),GBR,-5.285652813,3/4/2025
SGP,Singapore(SGP),KHM,-5.162698211,3/4/2025
SGP,Singapore(SGP),NGA,-2.690985863,3/4/2025
SGP,Singapore(SGP),UKR,-2.527745168,3/4/2025
SGP,Singapore(SGP),CMR,-2.46870041,3/4/2025
SGP,Singapore(SGP),COL,-2.343302792,3/4/2025
SGP,Singapore(SGP),CIV,-2.228881335,3/4/2025
SGP,Singapore(SGP),ISR,-1.976481797,3/4/2025
SGP,Singapore(SGP),NOR,-1.858651924,3/4/2025
SGP,Singapore(SGP),STP,-1.742032371,3/4/2025
SGP,Singapore(SGP),LAO,-1.620411431,3/4/2025
SGP,Singapore(SGP),CRI,-1.589726629,3/4/2025
SGP,Singapore(SGP),JOR,-1.523078204,3/4/2025
SGP,Singapore(SGP),CHE,-1.497401369,3/4/2025
SGP,Singapore(SGP),BGD,-1.37547206,3/4/2025
SGP,Singapore(SGP),BLR,-1.357168383,3/4/2025
SGP,Singapore(SGP),ISL,-1.274918036,3/4/2025
SGP,Singapore(SGP),RUS,-1.174260374,3/4/2025
SGP,Singapore(SGP),EU,-1.128194062,3/4/2025
SGP,Singapore(SGP),EGY,-1.073005662,3/4/2025
SGP,Singapore(SGP),TUR,-0.967645898,3/4/2025
SGP,Singapore(SGP),HKG,-0.958062387,3/4/2025
SGP,Singapore(SGP),JPN,-0.880666752,3/4/2025
SGP,Singapore(SGP),KAZ,-0.824167126,3/4/2025
SGP,Singapore(SGP),CHN,-0.800048915,3/4/2025
SGP,Singapore(SGP),TUN,-0.783178505,3/4/2025
SGP,Singapore(SGP),SEN,-0.741709455,3/4/2025
SGP,Singapore(SGP),ROW,-0.730980213,3/4/2025
SGP,Singapore(SGP),PAK,-0.719754249,3/4/2025
SGP,Singapore(SGP),TWN,-0.71148665,3/4/2025
SGP,Singapore(SGP),COD,-0.603144079,3/4/2025
SGP,Singapore(SGP),BRN,-0.501047879,3/4/2025
SGP,Singapore(SGP),VNM,-0.40105948,3/4/2025
SGP,Singapore(SGP),MAR,-0.367002814,3/4/2025
SGP,Singapore(SGP),ZAF,-0.312122812,3/4/2025
SGP,Singapore(SGP),ARG,-0.27510868,3/4/2025
SGP,Singapore(SGP),SAU,-0.114200414,3/4/2025
SGP,Singapore(SGP),CHL,-0.078730453,3/4/2025
SGP,Singapore(SGP),PHL,-0.041877187,3/4/2025
SGP,Singapore(SGP),SGP,-0.034835538,3/4/2025
SGP,Singapore(SGP),KOR,0.024098557,3/4/2025
SGP,Singapore(SGP),MYS,0.242686169,3/4/2025
SGP,Singapore(SGP),PER,0.367473422,3/4/2025
SGP,Singapore(SGP),BRA,1.045596029,3/4/2025
SGP,Singapore(SGP),AUS,1.215043399,3/4/2025
SGP,Singapore(SGP),THA,1.217969986,3/4/2025
SGP,Singapore(SGP),ARE,3.432700552,3/4/2025
SGP,Singapore(SGP),MMR,3.794465422,3/4/2025
SGP,Singapore(SGP),IDN,4.317758391,3/4/2025
SGP,Singapore(SGP),NZL,6.485755534,3/4/2025
SGP,Singapore(SGP),CAN,21.95398585,3/4/2025
SGP,Singapore(SGP),MEX,25.06383032,3/4/2025
STP,Saõ Tomé and Príncipe(STP),USA,-4.871779047,3/4/2025
