importer,exporter,isic4_2,date_eff,tariffs,importsvaluein1000usd,affected_trade_value,affected_trade_share,affected_hs6tariff_line_share
Cambodia,Bulgaria,02,1/1/25,15,3.087264880952381,0,0,0
Cambodia,Bulgaria,02,4/4/25,15,3.087264880952381,0,0,0
Cambodia,Bulgaria,03,1/1/25,15,1.131458333333333,0,0,0
Cambodia,Bulgaria,03,4/4/25,15,1.131458333333333,0,0,0
Cambodia,Bulgaria,10,1/1/25,7.2365957615925,79.84539583333334,.0272958333333333,.034185857617025,40
Cambodia,Bulgaria,10,4/4/25,.1128763424708547,1364.751333333333,.0239791666666667,.0017570355918319,20
Cambodia,Bulgaria,11,1/1/25,15,.3394375000000001,0,0,0
Cambodia,Bulgaria,11,4/4/25,15,.3394375000000001,0,0,0
Cambodia,Bulgaria,13,1/1/25,2.054563586012079,4.37135,.0231282051282051,.5290860976175581,7.142857142857142
Cambodia,Bulgaria,13,4/4/25,10.69196465153354,3.900770741758241,.0002051282051282,.0052586583192978,4.347826086956522
Cambodia,Bulgaria,14,1/1/25,15,.7308333333333333,0,0,0
Cambodia,Bulgaria,14,4/4/25,14.99999999999999,3.567916666666667,0,0,0
Cambodia,Bulgaria,15,1/1/25,7.122664375424533,30.97856666666667,.0231282051282051,.07465873220368,10
Cambodia,Bulgaria,15,4/4/25,14.31145678418443,2.403873717948718,.0481634615384615,2.003577025650106,12.5
Cambodia,Bulgaria,16,1/1/25,13.33010596038475,.0354208333333333,.0137323717948718,38.76919457439396,25
Cambodia,Bulgaria,16,4/4/25,7.063973570067628,4.439540384615384,.0241842948717949,.5447477165790002,25
Cambodia,Bulgaria,17,1/1/25,.9323199261477042,2.012625,.0043365384615385,.2154667889715403,14.28571428571428
Cambodia,Bulgaria,17,4/4/25,7.155693351075796,9.312799908424907,.0002051282051282,.002202648045113,7.142857142857142
Cambodia,Bulgaria,18,1/1/25,.0190775570599776,39.9913625,0,0,0
Cambodia,Bulgaria,18,4/4/25,.0298254859656949,40.15651250000001,0,0,0
Cambodia,Bulgaria,19,1/1/25,7.000000000000001,2.3875,0,0,0
Cambodia,Bulgaria,20,1/1/25,7.025426808000174,11.74481666666667,.0241282051282051,.2054370520459816,28.57142857142857
Cambodia,Bulgaria,20,4/4/25,.0543412754567127,49.37655228937729,.0481634615384615,.0975431845791778,22.22222222222222
Cambodia,Bulgaria,21,1/1/25,2.285102543902005,3.9349,0,0,0
Cambodia,Bulgaria,21,4/4/25,.7424271832097618,7.728299999999999,0,0,0
Cambodia,Bulgaria,22,1/1/25,1.252154645377901,2.476685277777778,.0493883547008547,1.994131234355651,14.28571428571428
Cambodia,Bulgaria,22,4/4/25,10.99156980289706,.6417304914529914,.1059185897435897,16.50515148559815,15.38461538461539
Cambodia,Bulgaria,23,4/4/25,7.170174588129743,1.234026785714286,.02625,2.127182351621796,33.33333333333333
Cambodia,Bulgaria,24,1/1/25,.0208594010840024,320.479,0,0,0
Cambodia,Bulgaria,24,4/4/25,0,319.524,0,0,0
Cambodia,Bulgaria,25,1/1/25,.0247799497597505,201.2587990530303,.0043365384615385,.0021547075118916,8.333333333333332
Cambodia,Bulgaria,25,4/4/25,.0800491743005079,200.867176791958,.6990485431235431,.3480153175287375,23.80952380952381
Cambodia,Bulgaria,26,1/1/25,4.321431373547282,12.31120278860029,.1446089285714285,1.174612513939994,26.66666666666667
Cambodia,Bulgaria,26,4/4/25,10.78472866611728,2.049010958763459,.3976952913752914,19.40913442528845,26.31578947368421
Cambodia,Bulgaria,27,1/1/25,4.366140279260819,3.199610651154401,.0558333333333333,1.745003983943765,18.18181818181818
Cambodia,Bulgaria,27,4/4/25,12.97363552485321,2.303166386252637,1.149319869297369,49.9017299035598,26.31578947368421
Cambodia,Bulgaria,28,1/1/25,3.883602551977653,13.00655954906205,.1166885225885226,.8971513346658797,25
Cambodia,Bulgaria,28,4/4/25,13.94257399990069,7.525118304473305,4.555456861194362,60.53668097797706,27.27272727272727
Cambodia,Bulgaria,29,1/1/25,7.775175222024859,1.069560858585859,.0250555555555556,2.342602139412923,10
Cambodia,Bulgaria,29,4/4/25,13.87001168171126,.4519479992229992,.1303209790209791,28.83539240023858,22.22222222222222
Cambodia,Bulgaria,30,1/1/25,8.206936941712179,1.144428636363636,.0231282051282051,2.020939042708143,9.090909090909092
Cambodia,Bulgaria,30,4/4/25,14.48457286411238,2.161055990675991,.8895164918414918,41.16119599304069,27.27272727272727
Cambodia,Bulgaria,31,1/1/25,14.89468017334413,.0469538888888889,.0062638888888889,13.34051137640948,33.33333333333333
Cambodia,Bulgaria,31,4/4/25,15.53684401790581,.0336327777777778,0,0,0
Cambodia,Bulgaria,32,1/1/25,1.721964456218556,9.261435714285716,.1764337912087912,1.90503715246485,21.42857142857143
Cambodia,Bulgaria,32,4/4/25,4.609273984150761,12.12516584249084,.390163782051282,3.217801612939685,11.53846153846154
Cambodia,Bulgaria,33,1/1/25,.8794540637001327,63.60049136002885,.2102746336996337,.3306179389547695,21.42857142857143
Cambodia,Bulgaria,33,4/4/25,3.852404801269595,56.57271677988678,9.386533951326454,16.59198017278823,25
Cambodia,Bulgaria,35,1/1/25,7.001522649409974,2.627,.0006,.0228397411496003,50
Cambodia,Bulgaria,38,1/1/25,.188181785711179,164.115875,.056375,.0343507293246312,33.33333333333333
Cambodia,Bulgaria,38,4/4/25,.0116802304086899,176.2665,.143875,.0816235643188014,25
Cambodia,Bulgaria,59,4/4/25,2.781065088757396,.1521,0,0,0
Cambodia,Bulgaria,80,4/4/25,7.000000000000001,.0285535714285714,0,0,0
Cambodia,Bulgaria,81,1/1/25,15,.6788750000000001,0,0,0
Cambodia,Bulgaria,81,4/4/25,14.49557613726544,.7245607142857144,0,0,0
Cambodia,Bulgaria,95,1/1/25,14.21052631578947,.0062638888888889,.0062638888888889,100,100
Cambodia,Bulgaria,95,4/4/25,6.173159588803578,.2216567063492063,0,0,0
Cambodia,Burundi,01,1/1/25,15,5.771071428571431,0,0,0
Cambodia,Burundi,01,4/4/25,15,5.771071428571431,0,0,0
Cambodia,Burundi,02,1/1/25,15,.8128869047619047,0,0,0
Cambodia,Burundi,02,4/4/25,15,.8128869047619047,0,0,0
Cambodia,Burundi,03,1/1/25,15,.2979166666666667,0,0,0
Cambodia,Burundi,03,4/4/25,15,.2979166666666667,0,0,0
Cambodia,Burundi,11,1/1/25,15,.089375,0,0,0
Cambodia,Burundi,11,4/4/25,15,.089375,0,0,0
Cambodia,Burundi,81,1/1/25,15,.17875,0,0,0
Cambodia,Burundi,81,4/4/25,15,.17875,0,0,0
Cambodia,Cambodia,01,,0,445.7418571428571,0,0,0
Cambodia,Cambodia,02,,0,59.58335952380951,0,0,0
Cambodia,Cambodia,03,,0,21.83683333333333,0,0,0
Cambodia,Cambodia,08,,0,.5833333333333333,0,0,0
Cambodia,Cambodia,09,,0,.4166666666666666,0,0,0
Cambodia,Cambodia,10,,0,221.762925,0,0,0
Cambodia,Cambodia,11,,0,6.55105,0,0,0
Cambodia,Cambodia,13,,0,1159.250706837607,0,0,0
Cambodia,Cambodia,14,,0,2172.747277777777,0,0,0
Cambodia,Cambodia,15,,0,1554.960734615385,0,0,0
Cambodia,Cambodia,16,,0,252.2960262820512,0,0,0
Cambodia,Cambodia,17,,0,73.81400048840048,0,0,0
Cambodia,Cambodia,18,,0,141.8274599206349,0,0,0
Cambodia,Cambodia,20,,0,84.64694294871794,0,0,0
Cambodia,Cambodia,21,,0,5.302750000000001,0,0,0
Cambodia,Cambodia,22,,0,297.5844741910867,0,0,0
Cambodia,Cambodia,24,,0,114.7665,0,0,0
Cambodia,Cambodia,25,,0,305.119527039627,0,0,0
Cambodia,Cambodia,26,,0,1000.954693221501,0,0,0
Cambodia,Cambodia,27,,0,2879.364403344156,0,0,0
Cambodia,Cambodia,28,,0,582.6310171189921,0,0,0
Cambodia,Cambodia,29,,0,196.1515340909091,0,0,0
Cambodia,Cambodia,30,,0,432.173537039627,0,0,0
Cambodia,Cambodia,31,,0,32.76924055555556,0,0,0
Cambodia,Cambodia,32,,0,1514.505361770451,0,0,0
Cambodia,Cambodia,33,,0,2578.561336666251,0,0,0
Cambodia,Cambodia,35,,0,15.1547,0,0,0
Cambodia,Cambodia,38,,0,151.03225,0,0,0
Cambodia,Cambodia,58,,0,10.5767619047619,0,0,0
Cambodia,Cambodia,59,,0,111.3267857142857,0,0,0
Cambodia,Cambodia,80,,0,.9086562500000001,0,0,0
Cambodia,Cambodia,81,,0,13.1021,0,0,0
Cambodia,Cambodia,95,,0,82.49719722222221,0,0,0
Cambodia,Cameroon,01,1/1/25,7.000000000000001,.0022916666666667,0,0,0
Cambodia,Cameroon,01,4/4/25,7.000000000000001,.0022916666666667,0,0,0
Cambodia,Cameroon,18,1/1/25,7.000000000000001,.0022916666666667,0,0,0
Cambodia,Cameroon,18,4/4/25,7.000000000000001,.0022916666666667,0,0,0
Cambodia,Cameroon,24,1/1/25,7.000000000000001,.0183333333333333,0,0,0
Cambodia,Cameroon,24,4/4/25,7.000000000000001,.0183333333333333,0,0,0
Cambodia,Cameroon,25,1/1/25,7.000000000000001,.0114583333333333,0,0,0
Cambodia,Cameroon,25,4/4/25,7.000000000000001,.0114583333333333,0,0,0
Cambodia,Cameroon,30,1/1/25,7.000000000000001,.0045833333333333,0,0,0
Cambodia,Cameroon,30,4/4/25,7.000000000000001,.0045833333333333,0,0,0
Cambodia,Cameroon,33,1/1/25,7.000000000000001,.006875,0,0,0
Cambodia,Cameroon,33,4/4/25,7.000000000000001,.006875,0,0,0
Cambodia,Cameroon,38,1/1/25,7.000000000000001,.0091666666666667,0,0,0
Cambodia,Cameroon,38,4/4/25,7.000000000000001,.0091666666666667,0,0,0
Cambodia,Canada,01,1/1/25,2.873463447155489,5636.996149107143,2263.985720089286,40.16298149233053,17.07317073170732
Cambodia,Canada,01,4/4/25,2.87346344715549,5636.996149107141,2263.985720089286,40.16298149233053,17.07317073170732
Cambodia,Canada,02,1/1/25,6.934597062689715,186.2979892857143,182.458093452381,97.93884204115359,20
Cambodia,Canada,02,4/4/25,6.934597062689715,186.2979892857143,182.458093452381,97.93884204115359,20
Cambodia,Canada,03,1/1/25,7.822474429031809,76.72274999999998,66.86945833333333,87.15727516718749,16.66666666666666
Cambodia,Canada,03,4/4/25,7.822474429031807,76.72274999999999,66.86945833333333,87.15727516718749,16.66666666666666
Cambodia,Canada,08,1/1/25,.0413373681581808,66.18305555555555,.3908333333333333,.5905338308311543,50
Cambodia,Canada,08,4/4/25,.0413373681581808,66.18305555555555,.3908333333333333,.5905338308311543,50
Cambodia,Canada,09,1/1/25,.0515955379210702,53.02461111111111,.3908333333333333,.7370791131581457,50
Cambodia,Canada,09,4/4/25,.0515955379210702,53.02461111111111,.3908333333333333,.7370791131581457,50
Cambodia,Canada,10,1/1/25,17.1388689555061,95.63299821428571,.0530464285714286,.0554687498687085,10.3448275862069
Cambodia,Canada,10,4/4/25,17.1388689555061,95.63299821428571,.0530464285714286,.0554687498687085,10.3448275862069
Cambodia,Canada,11,1/1/25,11.65349093835285,49.36602499999999,39.3718375,79.75492760456204,28.57142857142857
Cambodia,Canada,11,4/4/25,11.65349093835284,49.366025,39.3718375,79.75492760456203,28.57142857142857
Cambodia,Canada,13,1/1/25,23.40991737050797,464.6232609890109,369.6719229700855,79.56380018150421,16.66666666666666
Cambodia,Canada,13,4/4/25,23.40991737050795,464.623260989011,369.6719229700855,79.56380018150422,16.66666666666666
Cambodia,Canada,14,1/1/25,10.5008268367588,1.528583333333333,0,0,0
Cambodia,Canada,14,4/4/25,10.5008268367588,1.528583333333333,0,0,0
Cambodia,Canada,15,1/1/25,9.631180940670502,14.03632884615384,.387311858974359,2.759352984811895,19.6969696969697
Cambodia,Canada,15,4/4/25,9.631180940670506,14.03632884615384,.387311858974359,2.759352984811894,19.6969696969697
Cambodia,Canada,16,1/1/25,7.431253800913891,111.6033496794872,.5827701923076924,.5221798395669535,22.80701754385965
Cambodia,Canada,16,4/4/25,7.431253800913892,111.6033496794872,.5827701923076923,.5221798395669535,22.80701754385965
Cambodia,Canada,17,1/1/25,6.841875221597977,241.1952443223443,.296561858974359,.1229551021238297,16.90140845070422
Cambodia,Canada,17,4/4/25,6.841875221597976,241.1952443223444,.2965618589743589,.1229551021238297,16.90140845070422
Cambodia,Canada,18,1/1/25,.0376261173968472,3354.533981249999,.103184375,.0030759674988163,10.8695652173913
Cambodia,Canada,18,4/4/25,.0376261173968472,3354.533981249999,.103184375,.0030759674988163,10.8695652173913
Cambodia,Canada,19,1/1/25,24.66204417051875,.243375,0,0,0
Cambodia,Canada,19,4/4/25,24.66204417051875,.243375,0,0,0
Cambodia,Canada,20,1/1/25,7.338644819152648,485.2159562271061,.9187404304029305,.1893467060619318,20
Cambodia,Canada,20,4/4/25,7.338644819152651,485.2159562271061,.9187404304029305,.1893467060619319,20
Cambodia,Canada,21,1/1/25,5.151327880509648,14.55515,0,0,0
Cambodia,Canada,21,4/4/25,5.151327880509648,14.55515,0,0,0
Cambodia,Canada,22,1/1/25,5.133219552844606,59.02169713675212,1.091840384615385,1.849896627143085,18.42105263157895
Cambodia,Canada,22,4/4/25,5.133219552844602,59.02169713675215,1.091840384615385,1.849896627143085,18.42105263157895
Cambodia,Canada,23,1/1/25,7.000000000000001,41.92941071428572,2.93125,6.990916280636632,12.5
Cambodia,Canada,23,4/4/25,7.000000000000001,41.92941071428572,2.93125,6.990916280636632,12.5
Cambodia,Canada,24,1/1/25,4.272346632875182,69.26136666666666,.7975416666666666,1.15149571117328,10.52631578947368
Cambodia,Canada,24,4/4/25,4.272346632875182,69.26136666666666,.7975416666666666,1.15149571117328,10.52631578947368
Cambodia,Canada,25,1/1/25,.7224373158586422,7028.981252891898,127.8164042504371,1.818420047682588,21.49532710280374
Cambodia,Canada,25,4/4/25,.7224373158586422,7028.9812528919,127.816404250437,1.818420047682588,21.49532710280374
Cambodia,Canada,26,1/1/25,2.078274638476314,3712.189817574093,206.6044917998668,5.565569164102776,18.18181818181818
Cambodia,Canada,26,4/4/25,2.078274638476315,3712.189817574092,206.6044917998668,5.565569164102775,18.18181818181818
Cambodia,Canada,27,1/1/25,17.29099369788158,653.5902795410836,316.7300927536006,48.46003722331852,18.62745098039216
Cambodia,Canada,27,4/4/25,17.29099369788156,653.590279541084,316.7300927536006,48.46003722331849,18.62745098039216
Cambodia,Canada,28,1/1/25,6.196310025499011,5929.245151700664,1215.302556518829,20.49675001497025,21.7741935483871
Cambodia,Canada,28,4/4/25,6.196310025499017,5929.245151700661,1215.302556518828,20.49675001497025,21.7741935483871
Cambodia,Canada,29,1/1/25,26.92137924739846,2178.173256604505,2135.515809391997,98.04159531005322,21.83908045977012
Cambodia,Canada,29,4/4/25,26.92137924739845,2178.173256604506,2135.515809391997,98.04159531005325,21.83908045977012
Cambodia,Canada,30,1/1/25,24.41359431431168,1396.594992331002,1223.764338601399,87.62485511700582,22.22222222222222
Cambodia,Canada,30,4/4/25,24.41359431431168,1396.594992331002,1223.764338601399,87.62485511700578,22.22222222222222
Cambodia,Canada,31,1/1/25,15.64518423071078,3.244312222222223,.2178733333333333,6.715547654168096,25
Cambodia,Canada,31,4/4/25,15.64518423071078,3.244312222222223,.2178733333333333,6.715547654168096,25
Cambodia,Canada,32,1/1/25,.0528225300254514,23384.23239033882,9.860462413003665,.0421671417235723,17.75700934579439
Cambodia,Canada,32,4/4/25,.0528225300254514,23384.23239033883,9.860462413003663,.0421671417235723,17.75700934579439
Cambodia,Canada,33,1/1/25,3.218704252639222,13879.51144198572,1369.401279774913,9.866350739352786,20
Cambodia,Canada,33,4/4/25,3.21870425263922,13879.51144198573,1369.401279774913,9.866350739352786,20
Cambodia,Canada,35,1/1/25,33.86419239699207,1.236728571428571,.0002571428571429,.0207921821395155,25
Cambodia,Canada,35,4/4/25,33.86419239699206,1.236728571428572,.0002571428571429,.0207921821395155,25
Cambodia,Canada,38,1/1/25,4.359022762114876,57.56309999999999,.27225,.4729592395128128,8.695652173913043
Cambodia,Canada,38,4/4/25,4.359022762114876,57.56309999999999,.27225,.4729592395128129,8.695652173913043
Cambodia,Canada,58,1/1/25,1.718340611353712,40.304,0,0,0
Cambodia,Canada,58,4/4/25,1.718340611353712,40.304,0,0,0
Cambodia,Canada,59,1/1/25,2.248594568842306,15.7425,.0499,.3169763379387009,10
Cambodia,Canada,59,4/4/25,2.248594568842306,15.7425,.0499,.3169763379387009,10
Cambodia,Canada,80,1/1/25,7.369231320009535,2.743368303571429,.0009921875,.0361667625418115,7.692307692307693
Cambodia,Canada,80,4/4/25,7.369231320009535,2.743368303571429,.0009921875,.0361667625418115,7.692307692307693
Cambodia,Canada,81,1/1/25,6.940492747879859,45.02476428571428,40.121675,89.11023885744149,12.5
Cambodia,Canada,81,4/4/25,6.94049274787986,45.02476428571428,40.121675,89.11023885744149,12.5
Cambodia,Canada,94,1/1/25,7.034728671970608,972.7985,968.5755,99.56589160036739,66.66666666666666
Cambodia,Canada,94,4/4/25,7.034728671970608,972.7985,968.5755,99.56589160036739,66.66666666666666
Cambodia,Canada,95,1/1/25,7.879827372386969,24.14486121031746,.521170625,2.158515720841236,21.21212121212121
Cambodia,Canada,95,4/4/25,7.879827372386969,24.14486121031745,.521170625,2.158515720841236,21.21212121212121
Cambodia,Cape Verde,13,1/1/25,15,.0001333333333333,0,0,0
Cambodia,Cape Verde,13,4/4/25,15,.0001333333333333,0,0,0
Cambodia,Cape Verde,17,1/1/25,15,.0000666666666667,0,0,0
Cambodia,Cape Verde,17,4/4/25,15,.0000666666666667,0,0,0
Cambodia,Cape Verde,21,1/1/25,15,.0001,0,0,0
Cambodia,Cape Verde,21,4/4/25,15,.0001,0,0,0
Cambodia,Cape Verde,22,1/1/25,15,.00008,0,0,0
Cambodia,Cape Verde,22,4/4/25,15,.00008,0,0,0
Cambodia,Cape Verde,25,1/1/25,15,.0008462121212121,0,0,0
Cambodia,Cape Verde,25,4/4/25,15,.0008462121212121,0,0,0
Cambodia,Cape Verde,26,1/1/25,15,.007772582972583,0,0,0
Cambodia,Cape Verde,26,4/4/25,15,.007772582972583,0,0,0
